qid,state_name,lat,lon,name_en,name_hi,name_ta,name_te,name_kn,name_ml,name_bn,name_or,name_mr,name_gu,image_url,deity,religion,architecture_style,commissioned_by,founded_by,inception,heritage_status,inscription,commons_category,wiki_image_url,best_image_url,image_license,image_author,wikipedia_en,asi_id
Q97147740,Maharashtra,19.400178,75.291270,Jain Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jain%20Temple%2C%20Ghotan%2C%20Ahmednagar.jpg?width=640,,,,,,,Monument of National Importance,,"Jain Temple, Ghotan",,http://commons.wikimedia.org/wiki/Special:FilePath/Jain%20Temple%2C%20Ghotan%2C%20Ahmednagar.jpg?width=640,CC BY-SA 4.0,RebuildIndia,,N-MH-A10
Q97147741,Maharashtra,19.400605,75.292292,Temple of Malikarjuna,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mallikarjuna%20Temple%2C%20Ghotan.jpg?width=640,,,,,,,Monument of National Importance,,"Mallikarjuna Temple, Ghotan",,http://commons.wikimedia.org/wiki/Special:FilePath/Mallikarjuna%20Temple%2C%20Ghotan.jpg?width=640,CC BY-SA 4.0,Kaushikkshinde,,N-MH-A11
Q97147742,Maharashtra,19.392984,73.793521,Harishchandragad Cave & Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Harishchandra%20Gad7%20by%20Bajirao%20Nawale.jpg?width=640,,,,,,,Monument of National Importance,,Shiva temple in Harishchandragad,,http://commons.wikimedia.org/wiki/Special:FilePath/Harishchandra%20Gad7%20by%20Bajirao%20Nawale.jpg?width=640,CC BY-SA 3.0,Bajirao,,N-MH-A12
Q97147749,Maharashtra,20.463301,79.981196,"Shiv Temple, Armori",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/ARMORI%20HEMANDPATI%20MANDHIR.jpg?width=640,,,,,,,Monument of National Importance,,Armori Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/ARMORI%20HEMANDPATI%20MANDHIR.jpg?width=640,CC BY-SA 4.0,Sunildada25,,N-MH-N60
Q97147757,Maharashtra,18.507836,74.704368,Temple of Laxmi Narayan,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Indien2012%201080%20Pedgaon%20Laxmi%20Narayan.JPG?width=640,,,,,,,Monument of National Importance,,"Lakshmi Narayan Temple, Pedagaon",,http://commons.wikimedia.org/wiki/Special:FilePath/Indien2012%201080%20Pedgaon%20Laxmi%20Narayan.JPG?width=640,CC BY-SA 3.0,Glasreifen,,N-MH-A22
Q97147761,Maharashtra,19.647074,73.935070,Triple shrined temple of Bhavani,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20the%20Temple.JPG?width=640,,,,,,,Monument of National Importance,,Triple Shrined Bhavani Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20the%20Temple.JPG?width=640,,,,N-MH-A25
Q97147766,Maharashtra,19.622372,75.015011,Temple of Siddheshwar Mahadev,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20at%20Toka-19.JPG?width=640,,,,,,,Monument of National Importance,,"Siddheshwar Temple, Toka",,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20at%20Toka-19.JPG?width=640,,,,N-MH-A28
Q97147893,Maharashtra,19.985675,76.514389,Gaimukha Temple & Tank,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Indien2012%201365%20Lonar%20Dhara%20Mandir%20Lonar%20Gaurmukh.jpg?width=640,,,,,,,Monument of National Importance,,"Gomukh Temple, Lonar",,http://commons.wikimedia.org/wiki/Special:FilePath/Indien2012%201365%20Lonar%20Dhara%20Mandir%20Lonar%20Gaurmukh.jpg?width=640,CC BY-SA 4.0,Glasreifen,,N-MH-N28
Q97147920,Maharashtra,19.945833,79.303278,"Anchaleshwar temple group, Chandrapur",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0101421%20Anchaleswar%20Mahadev%20Temple%2C%20Chandrapur%20Fort%2C%20Maharashtra%20081.jpg?width=640,,,,,,,Monument of National Importance,,"Anchaleshwar Temple Group, Chandrapur",,http://commons.wikimedia.org/wiki/Special:FilePath/0101421%20Anchaleswar%20Mahadev%20Temple%2C%20Chandrapur%20Fort%2C%20Maharashtra%20081.jpg?width=640,CC0,Ms Sarah Welch,,N-MH-N43
Q97147996,Maharashtra,20.468055,79.444686,"Temple of Mahadev, Neri",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahadeva%20temple%2C%20Neri%20Chandrapur%20Maharashtra%20018.jpg?width=640,,,,,,,Monument of National Importance,,"Mahadeva Temple, Neri",,http://commons.wikimedia.org/wiki/Special:FilePath/Mahadeva%20temple%2C%20Neri%20Chandrapur%20Maharashtra%20018.jpg?width=640,CC0,Ms Sarah Welch,,N-MH-N56
Q97148008,Maharashtra,21.167919,74.492128,Temple of Shiva,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahadev%20Mandir%20.jpg?width=640,,,,,,,Monument of National Importance,,Temple of Shiva,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahadev%20Mandir%20.jpg?width=640,CC BY-SA 4.0,Parimal R. Patil,,N-MH-A44
Q97148032,Maharashtra,20.421198,79.997589,Two temples (one small and one large) which are closely situated,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0101923%20Shiva%20temple%20group%2C%20Thanegaon%20Gadchiroli%20Maharashtra%20014.jpg?width=640,,,,,,,Monument of National Importance,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0101923%20Shiva%20temple%20group%2C%20Thanegaon%20Gadchiroli%20Maharashtra%20014.jpg?width=640,CC0,Ms Sarah Welch,,N-MH-N66
Q97148035,Maharashtra,20.426064,80.085149,"Bhandareshwar temple, Vairagad",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0101621%20Bhandareshwar%20Temple%2C%20Wairagarh%20Vairagad%20Maharashtra%20070.jpg?width=640,,,,,,,Monument of National Importance,,Bhandareshwar temple,,http://commons.wikimedia.org/wiki/Special:FilePath/0101621%20Bhandareshwar%20Temple%2C%20Wairagarh%20Vairagad%20Maharashtra%20070.jpg?width=640,CC0,Ms Sarah Welch,,N-MH-N68
Q97148041,Maharashtra,20.334186,74.974336,Maheswara Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maheswara%20Temple%20-%20Patan%20-Maharashtra%20-SGR%20002.jpg?width=640,,,,,,,Monument of National Importance,,"Maheswara Temple, Patan",,http://commons.wikimedia.org/wiki/Special:FilePath/Maheswara%20Temple%20-%20Patan%20-Maharashtra%20-SGR%20002.jpg?width=640,CC BY-SA 4.0,Shubham Ganesh Rathod,,N-MH-A54
Q97148043,Maharashtra,20.323911,74.980753,"Chandika Devi Temple, Patan",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20of%20Chandika%20Devi%20-%20Patan%20-Maharashtra%20-SGR%20001.jpg?width=640,,,,,,,Monument of National Importance,,"Chandika Devi Temple, Patan",,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20of%20Chandika%20Devi%20-%20Patan%20-Maharashtra%20-SGR%20001.jpg?width=640,,,,N-MH-A55
Q97148067,Maharashtra,21.406259,79.328086,"Kali Mata Temple, Ramtek",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kalimata%27s%20Temple%20Ramtek.jpg?width=640,,,,,,,Monument of National Importance,,"Kali Mata Temple, Ramtek",,http://commons.wikimedia.org/wiki/Special:FilePath/Kalimata%27s%20Temple%20Ramtek.jpg?width=640,CC BY-SA 4.0,Kmohankar,,N-MH-N83
Q97149679,Maharashtra,19.734994,73.540646,Jaina Cave,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Whole%20structure%20of%20jain%20temple.jpg?width=640,,,,,,,Monument of National Importance,,"Jain temple, Tringalwadi Fort",,http://commons.wikimedia.org/wiki/Special:FilePath/Whole%20structure%20of%20jain%20temple.jpg?width=640,,,,N-MH-A74
Q97159334,Goa,,,Church of Reis  Magos,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Reis%20magos%20church.JPG?width=640,,,,,,,Heritage of Portuguese Influence; State Protected Monument,,Church of Reis Magos,,http://commons.wikimedia.org/wiki/Special:FilePath/Reis%20magos%20church.JPG?width=640,,,,S-GA-4
Q97186245,Maharashtra,19.983573,76.519787,Daitya Sudan temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Back%20view%20of%20the%20Temple%20of%20Daitya%20Sudana.JPG?width=640,,,,,,,Monument of National Importance,,Daitya Sudan temple,https://upload.wikimedia.org/wikipedia/commons/d/d8/Temple_of_Daitya_Sudana-Lonar-Maharashtra.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Temple_of_Daitya_Sudana-Lonar-Maharashtra.jpg,,,https://en.wikipedia.org/wiki/Daitya_Sudan_Temple,N-MH-N31
Q97308683,Maharashtra,19.243033,72.852852,"Portuguese churches, Mandapeshwar",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mandapeshwar%20caves%20%26%20Portuguese%20churches%2005.jpg?width=640,,,,,,,Monument of National Importance,,"Portuguese churches, Mandapeshwar",,http://commons.wikimedia.org/wiki/Special:FilePath/Mandapeshwar%20caves%20%26%20Portuguese%20churches%2005.jpg?width=640,CC BY-SA 3.0,Grv rtd490,,N-MH-M10
Q97308736,Maharashtra,18.633889,72.864167,The Temple of Ganpati-Panchyatan,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kolaba%20fort%20central%20temple.jpg?width=640,,,,,,,Monument of National Importance,,"Siddhivinayak Temple, Kolaba Fort",,http://commons.wikimedia.org/wiki/Special:FilePath/Kolaba%20fort%20central%20temple.jpg?width=640,CC BY-SA 2.0,Abhiram Katta,,N-MH-M53-l
Q97309144,Maharashtra,17.964309,73.665389,Old Temple of the River Krishna,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Temple%20of%20the%20River%20Krishna.jpg?width=640,,,,,,,Monument of National Importance,,Krishnabai Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Temple%20of%20the%20River%20Krishna.jpg?width=640,,,,N-MH-M98
Q97309145,Maharashtra,17.990161,74.430334,Jhabreshwar Mahadev Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jabreshwar%20Mandir%2CPhaltan.jpg?width=640,,,,,,,Monument of National Importance,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jabreshwar%20Mandir%2CPhaltan.jpg?width=640,CC BY-SA 3.0,Kmanoj999,,N-MH-M99
Q97309149,Maharashtra,17.564636,75.559270,Old Temple of Sri Siddeshwar,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Siddheshwar%20Mandir%2C%20Machnur%2C%20Solapur.%20Original%20photo%20by%20Amar%20D.%20Raut%20on%204%20September%202021.jpg?width=640,,,,,,,Monument of National Importance,,Temple of Siddheshwar,,http://commons.wikimedia.org/wiki/Special:FilePath/Siddheshwar%20Mandir%2C%20Machnur%2C%20Solapur.%20Original%20photo%20by%20Amar%20D.%20Raut%20on%204%20September%202021.jpg?width=640,,,,N-MH-M102
Q97309157,Maharashtra,17.790878,75.058992,Gateway and old Maruti temple with Viragal stones on either side,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Maruti%20temple.jpg?width=640,,,,,,,Monument of National Importance,,"Hanuman Temple, Velapur",,http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Maruti%20temple.jpg?width=640,,,,N-MH-M110
Q97309161,Maharashtra,17.791703,75.053594,"Temple of Haranareshwar & Ardhanarinateshwar, one Hemadpanthi tank (small square kunda) & Viragal stones kept in the compound",,,,,,,,"अर्धनारीनटेश्वर मंदिर, वेळापूर",,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20of%20Ardhanarinateshwar.jpg?width=640,,,,,,,Monument of National Importance,,"Ardhanari Nateshwar Temple, Velapur",,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20of%20Ardhanarinateshwar.jpg?width=640,,,,N-MH-M114
Q97309282,Maharashtra,19.864343,74.521385,Old temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kokamthan%20Temple.jpeg?width=640,,,,,,,Monument of National Importance,,Kokamthan Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Kokamthan%20Temple.jpeg?width=640,CC BY-SA 3.0,Pankajzarekar,,N-MH-A16
Q97309885,Maharashtra,19.937880,73.581238,Old temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Carved%20temple%2C%20Old%20Jain%20Temple%20of%20Anjaneri%2C%20Nashik%2C%20Maharashtra%2C%20India%20%282014%29.jpg?width=640,,,,,,,Monument of National Importance,,Old Temple of Anjaneri,,http://commons.wikimedia.org/wiki/Special:FilePath/Carved%20temple%2C%20Old%20Jain%20Temple%20of%20Anjaneri%2C%20Nashik%2C%20Maharashtra%2C%20India%20%282014%29.jpg?width=640,CC BY-SA 4.0,Satishkulkarniwtn,,N-MH-A66
Q97440319,Karnataka,,,Panchalingesvara temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Hooli%20Panchalingesavara%20Gudi.JPG?width=640,,,,,,,Monument of National Importance,,Hooli Panchalingeshwara temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Hooli%20Panchalingesavara%20Gudi.JPG?width=640,CC BY-SA 3.0,Ktnkiran,,N-KA-D13
Q97440340,Karnataka,15.762910,74.895445,Jaina temple of Muktesvara,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jain%20Temples%20in%20Wakkund.JPG?width=640,,,,,,,Monument of National Importance,,"Jain Temple, Wakkund",,http://commons.wikimedia.org/wiki/Special:FilePath/Jain%20Temples%20in%20Wakkund.JPG?width=640,CC BY-SA 3.0,Bchipre,,N-KA-D34
Q97440349,Karnataka,,,A temple of Galaganatha group (3),,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20of%20Galaganath%2C%20Badami.jpg?width=640,,,,,,,Monument of National Importance,,A temple of Galaganatha group (3),,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20of%20Galaganath%2C%20Badami.jpg?width=640,,,,N-KA-D45
Q97440351,Karnataka,,,A temple of Galaganatha group (5),,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20of%20Galaganath.jpg?width=640,,,,,,,Monument of National Importance,,A temple of Galaganatha group (5),,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20of%20Galaganath.jpg?width=640,,,,N-KA-D47
Q97440383,Karnataka,16.017265,75.883968,Meguti Jaina temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Aihole%20si05-1400.jpg?width=640,,,,,,,Monument of National Importance,,Meguti Jain Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Aihole%20si05-1400.jpg?width=640,CC BY-SA 4.0,G41rn8,,N-KA-D68
Q97440394,Karnataka,,,No name but forms part of Veniyargudi.,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Veniyargudi%20Temples%2C%20Aihole%20%282%29.JPG?width=640,,,,,,,Monument of National Importance,,Veniyargudi Temples,,http://commons.wikimedia.org/wiki/Special:FilePath/Veniyargudi%20Temples%2C%20Aihole%20%282%29.JPG?width=640,,,,N-KA-D77
Q97440411,Karnataka,16.017748,75.884219,Two storeyed Jaina temple and cave at Meguti hill,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Aihole%20si05-1397.jpg?width=640,,,,,,,Monument of National Importance,,Two storeyed Buddhist monument and cave at Meguti hill,,http://commons.wikimedia.org/wiki/Special:FilePath/Aihole%20si05-1397.jpg?width=640,CC BY-SA 4.0,G41rn8,,N-KA-D94
Q97440427,Karnataka,15.920937,75.685441,Group of temples on the north side of the Lake towards east end,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/11th%20to%2012th%20century%20Northern%20Bhutanatha%20group%2C%20Mallikarjuna%20temples%2C%20Badami%20Karnataka.jpg?width=640,,,,,,,Monument of National Importance,,"Mallikarjuna Temples, Badami",,http://commons.wikimedia.org/wiki/Special:FilePath/11th%20to%2012th%20century%20Northern%20Bhutanatha%20group%2C%20Mallikarjuna%20temples%2C%20Badami%20Karnataka.jpg?width=640,CC BY-SA 4.0,Ms Sarah Welch,,N-KA-D106
Q97440537,Karnataka,,,Old Temple (partly buried ) to the right side of the main entrance to the modern Banashankari temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Temple%20near%20Banashankari%20temple.JPG?width=640,,,,,,,Monument of National Importance,,Old temple at the modern Banashankari temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Temple%20near%20Banashankari%20temple.JPG?width=640,,,,N-KA-D192
Q97440563,Karnataka,,,Galaganatha temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pattadkallu04%20%28cropped%29.jpg?width=640,,,,,Chalukya dynasty,,Monument of National Importance,,"Galaganatha Temple, Pattadakal",,http://commons.wikimedia.org/wiki/Special:FilePath/Pattadkallu04%20%28cropped%29.jpg?width=640,,,,N-KA-D211
Q97440564,Karnataka,15.949148,75.816134,Virupaksha temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Virupaksha%20Temple-Pattadakal-Karnataka-01.jpg?width=640,,,,,Chalukya dynasty,0740-01-01T00:00:00Z,Monument of National Importance,,"Virupaksha Temple, Pattadakal",,http://commons.wikimedia.org/wiki/Special:FilePath/Virupaksha%20Temple-Pattadakal-Karnataka-01.jpg?width=640,,,,N-KA-D212
Q97440566,Karnataka,15.950112,75.815976,Jambulinga temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/General%20View%20of%20Jambulinga%20Temple.jpg?width=640,,,,,,,Monument of National Importance,,"Jambulinga Temple, Pattadakal",,http://commons.wikimedia.org/wiki/Special:FilePath/General%20View%20of%20Jambulinga%20Temple.jpg?width=640,CC BY-SA 4.0,Itsmalay~commonswiki,,N-KA-D214
Q97440567,Karnataka,15.950390,75.816031,Kadasiddesvara temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/7th%20century%20Kadasiddheswara%20temple%2C%20Pattadakal%20monuments%20Karnataka.jpg?width=640,,,,,Chalukya dynasty,,Monument of National Importance,,"Kadasiddheshvara Temple, Pattadakal",,http://commons.wikimedia.org/wiki/Special:FilePath/7th%20century%20Kadasiddheswara%20temple%2C%20Pattadakal%20monuments%20Karnataka.jpg?width=640,CC BY-SA 4.0,Ms Sarah Welch,,N-KA-D215
Q97440568,Karnataka,,,Kasivisvesvara Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kasivisvanatha%20temple%20at%20Pattadakal.jpg?width=640,,,,,,,Monument of National Importance,,"Kashivishveshvara Temple, Pattadakal",,http://commons.wikimedia.org/wiki/Special:FilePath/Kasivisvanatha%20temple%20at%20Pattadakal.jpg?width=640,CC BY-SA 3.0,"Dineshkannambadi (talk) 23:13, 30 July 2008 (UTC)",,N-KA-D216
Q97440570,Karnataka,,,Mallikarjuna temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pattadakal%20view.jpg?width=640,,,,,,,Monument of National Importance,,"Mallikarjuna Temple, Pattadakal",,http://commons.wikimedia.org/wiki/Special:FilePath/Pattadakal%20view.jpg?width=640,,,,N-KA-D218
Q97440571,Karnataka,15.947539,75.816346,Papanatha temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Papanatha%20temple%20at%20Pattadakal.jpg?width=640,,,,,,,Monument of National Importance,,Papanatha Temple at Pattadakal,,http://commons.wikimedia.org/wiki/Special:FilePath/Papanatha%20temple%20at%20Pattadakal.jpg?width=640,,,,N-KA-D219
Q97440572,Karnataka,15.949828,75.816198,Sangamesvara temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/2017%20Pattadakal%2C%20Hindu%20Temple%20with%20dancing%20reliefs.jpg?width=640,,,,,,,Monument of National Importance,,Sangameshvara Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/2017%20Pattadakal%2C%20Hindu%20Temple%20with%20dancing%20reliefs.jpg?width=640,CC BY 2.0,Nicolas Vollmer from Munich [Allemagne],,N-KA-D220
Q97440577,Karnataka,15.423444,75.432305,Amritesvara temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Amritesvara%20temple%20at%20Annigeri%2C%20Dharwad%20district%2C%20Karnataka.jpg?width=640,,,,,,,Monument of National Importance,,"Amritesvara Temple, Annigeri",,http://commons.wikimedia.org/wiki/Special:FilePath/Amritesvara%20temple%20at%20Annigeri%2C%20Dharwad%20district%2C%20Karnataka.jpg?width=640,CC BY-SA 3.0,Sudeep m,,N-KA-D226
Q97440585,Karnataka,,,Saraswati temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/1100%20CE%20Saraswati%20temple%2C%20Gadag%2C%20Karnataka%20India%20-%2001.jpg?width=640,,,,,,,Monument of National Importance,,"Saraswati Temple, Gadag",,http://commons.wikimedia.org/wiki/Special:FilePath/1100%20CE%20Saraswati%20temple%2C%20Gadag%2C%20Karnataka%20India%20-%2001.jpg?width=640,CC0,P. Madhusudan,,N-KA-D234
Q97440587,Karnataka,14.921599,75.683371,Galagesvara temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Galageshvara%20temple%20at%20Galaganatha%2C%20Haveri%20district%2C%20Karnataka.JPG?width=640,,,,,,,Monument of National Importance,,Galageshwara Shiva Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Galageshvara%20temple%20at%20Galaganatha%2C%20Haveri%20district%2C%20Karnataka.JPG?width=640,CC BY-SA 4.0,Dineshkannambadi,,N-KA-D236
Q97440596,Karnataka,15.393046,75.720234,Manikesvara temple at Muskinbhavi,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/11th%2012th%20century%20Manikeshwara%20temple%2C%20Lakkundi%2C%20Karnataka%20India%20-%2002.jpg?width=640,,,,,,,Monument of National Importance,,"Manikeshwara Temple, Lakkundi",,http://commons.wikimedia.org/wiki/Special:FilePath/11th%2012th%20century%20Manikeshwara%20temple%2C%20Lakkundi%2C%20Karnataka%20India%20-%2002.jpg?width=640,CC0,P. Madhusudan,,N-KA-D247
Q97440616,Karnataka,14.535171,75.017090,Madhukesvara temple,,பனவாசி மதுகேசுவரா கோயில்,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Madhukeshwara%20temple%20at%20Banavasi%20sirsi.JPG?width=640,,,,,,,Monument of National Importance,,"Madhukesvara Temple, Banavasi",https://upload.wikimedia.org/wikipedia/commons/c/c2/Madhukeshwara_Temple%2C_Banavasi.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Madhukeshwara_Temple%2C_Banavasi.jpg,CC BY-SA 4.0,Ramya R Joshi,https://en.wikipedia.org/wiki/Banavasi_Madhukeshwara_Temple,N-KA-D264
Q97440620,Karnataka,14.031241,74.637009,Jattappa Naykana Chandranathesvara Basti temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jettappa%20Naikana%20Chandranathesvara%20Basti%20glowing%20in%20the%20evening%20sun.jpg?width=640,,,,,,,Monument of National Importance,,Jettappa Naikana Chandranathesvara Basti,,http://commons.wikimedia.org/wiki/Special:FilePath/Jettappa%20Naikana%20Chandranathesvara%20Basti%20glowing%20in%20the%20evening%20sun.jpg?width=640,CC BY-SA 3.0,Aafaaque,,N-KA-D268
Q97440717,Karnataka,15.332590,76.459557,Group of Jain Temples on the Hemakuta hill,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jain%20Temples%20Hemakuta%20Hill.jpg?width=640,,,,,,,Monument of National Importance,,Hemakuta temple hill complex,,http://commons.wikimedia.org/wiki/Special:FilePath/Jain%20Temples%20Hemakuta%20Hill.jpg?width=640,CC BY-SA 4.0,Suraj S Rao,,N-KA-B13
